season,date,home,away,ht_home,ht_away,ft_home,ft_away
2023,2023-08-11,Nakhon Pathom,Port FC,1,1,2,2
2023,2023-08-11,Police Tero,Bangkok Glass,0,1,2,2
2023,2023-08-12,Khon Kaen United,Buriram United,0,0,0,0
2023,2023-08-12,Uthai Thani,Bangkok United,0,1,1,4
2023,2023-08-13,Prachuap,Ratchaburi,0,0,1,0
2023,2023-08-13,Muangthong United,Chiangrai United,0,1,0,1
2023,2023-08-13,Trat FC,Chonburi FC,2,0,2,2
2023,2023-08-14,Lamphun Warrior,Sukhothai FC,1,0,1,2
2023,2023-08-18,Bangkok Glass,Prachuap,0,0,0,0
2023,2023-08-18,Port FC,Police Tero,1,1,3,1
2023,2023-08-19,Bangkok United,Muangthong United,0,0,0,0
2023,2023-08-19,Ratchaburi,Nakhon Pathom,0,0,0,1
2023,2023-08-19,Chiangrai United,Uthai Thani,1,0,3,0
2023,2023-08-20,Buriram United,Lamphun Warrior,2,0,3,0
2023,2023-08-20,Sukhothai FC,Trat FC,0,0,0,0
2023,2023-08-21,Chonburi FC,Khon Kaen United,0,0,0,0
2023,2023-08-25,Lamphun Warrior,Bangkok United,0,1,0,2
2023,2023-08-26,Sukhothai FC,Buriram United,0,0,0,1
2023,2023-08-26,Trat FC,Chiangrai United,0,0,0,0
2023,2023-08-26,Police Tero,Chonburi FC,0,1,3,2
2023,2023-08-27,Prachuap,Nakhon Pathom,1,1,2,2
2023,2023-08-27,Khon Kaen United,Ratchaburi,1,1,2,2
2023,2023-08-28,Uthai Thani,Bangkok Glass,0,1,0,2
2023,2023-08-28,Muangthong United,Port FC,0,1,1,3
2023,2023-09-15,Buriram United,Trat FC,3,0,4,0
2023,2023-09-15,Bangkok United,Sukhothai FC,0,0,3,0
2023,2023-09-16,Bangkok Glass,Muangthong United,2,1,5,2
2023,2023-09-16,Ratchaburi,Police Tero,2,0,6,1
2023,2023-09-16,Chiangrai United,Khon Kaen United,1,0,2,0
2023,2023-09-17,Chonburi FC,Lamphun Warrior,0,0,1,0
2023,2023-09-17,Port FC,Prachuap,1,0,3,1
2023,2023-09-18,Nakhon Pathom,Uthai Thani,0,1,2,1
2023,2023-09-22,Trat FC,Port FC,2,0,2,1
2023,2023-09-23,Muangthong United,Nakhon Pathom,0,0,3,1
2023,2023-09-23,Lamphun Warrior,Chiangrai United,2,1,2,1
2023,2023-09-24,Uthai Thani,Ratchaburi,0,0,1,0
2023,2023-09-24,Khon Kaen United,Prachuap,1,1,4,3
2023,2023-09-25,Police Tero,Buriram United,0,1,1,2
2023,2023-09-25,Bangkok United,Bangkok Glass,0,0,2,0
2023,2023-09-29,Bangkok Glass,Lamphun Warrior,0,0,3,0
2023,2023-09-30,Port FC,Khon Kaen United,2,1,6,1
2023,2023-09-30,Ratchaburi,Trat FC,0,0,3,1
2023,2023-09-30,Prachuap,Muangthong United,0,2,1,3
2023,2023-10-01,Nakhon Pathom,Police Tero,1,2,1,2
2023,2023-10-01,Chonburi FC,Uthai Thani,0,0,0,2
2023,2023-10-02,Chiangrai United,Sukhothai FC,2,0,2,1
2023,2023-10-06,Lamphun Warrior,Ratchaburi,0,1,1,1
2023,2023-10-06,Uthai Thani,Port FC,1,2,1,5
2023,2023-10-07,Sukhothai FC,Bangkok Glass,0,0,1,2
2023,2023-10-07,Police Tero,Prachuap,0,0,1,1
2023,2023-10-07,Trat FC,Nakhon Pathom,1,2,4,3
2023,2023-10-08,Khon Kaen United,Muangthong United,0,1,0,1
2023,2023-10-08,Buriram United,Chonburi FC,1,0,2,2
2023,2023-10-08,Bangkok United,Chiangrai United,0,1,2,1
