season,date,home,away,ht_home,ht_away,ft_home,ft_away,fixture_id,league_id,home_shots,home_sot,away_shots,away_sot,home_xg_est,away_xg_est
2023,2023-08-11,Nakhon Pathom,Port FC,1,1,2,2,1057706,296,,,,,,
2023,2023-08-11,Police Tero,Bangkok Glass,0,1,2,2,1057707,296,,,,,,
2023,2023-08-12,Khon Kaen United,Buriram United,0,0,0,0,1057710,296,,,,,,
2023,2023-08-12,Uthai Thani,Bangkok United,0,1,1,4,1057709,296,,,,,,
2023,2023-08-13,Prachuap,Ratchaburi,0,0,1,0,1057708,296,,,,,,
2023,2023-08-13,Muangthong United,Chiangrai United,0,1,0,1,1057711,296,,,,,,
2023,2023-08-13,Trat FC,Chonburi FC,2,0,2,2,1057712,296,,,,,,
2023,2023-08-14,Lamphun Warrior,Sukhothai FC,1,0,1,2,1057713,296,,,,,,
2023,2023-08-18,Bangkok Glass,Prachuap,0,0,0,0,1057718,296,,,,,,
2023,2023-08-18,Port FC,Police Tero,1,1,3,1,1057720,296,,,,,,
2023,2023-08-19,Bangkok United,Muangthong United,0,0,0,0,1057714,296,,,,,,
2023,2023-08-19,Ratchaburi,Nakhon Pathom,0,0,0,1,1057715,296,,,,,,
2023,2023-08-19,Chiangrai United,Uthai Thani,1,0,3,0,1057717,296,,,,,,
2023,2023-08-20,Buriram United,Lamphun Warrior,2,0,3,0,1057716,296,,,,,,
2023,2023-08-20,Sukhothai FC,Trat FC,0,0,0,0,1057721,296,,,,,,
2023,2023-08-21,Chonburi FC,Khon Kaen United,0,0,0,0,1057719,296,,,,,,
2023,2023-08-25,Lamphun Warrior,Bangkok United,0,1,0,2,1057725,296,,,,,,
2023,2023-08-26,Sukhothai FC,Buriram United,0,0,0,1,1057729,296,,,,,,
2023,2023-08-26,Trat FC,Chiangrai United,0,0,0,0,1057722,296,,,,,,
2023,2023-08-26,Police Tero,Chonburi FC,0,1,3,2,1057726,296,,,,,,
2023,2023-08-27,Prachuap,Nakhon Pathom,1,1,2,2,1057724,296,,,,,,
2023,2023-08-27,Khon Kaen United,Ratchaburi,1,1,2,2,1057728,296,,,,,,
2023,2023-08-28,Uthai Thani,Bangkok Glass,0,1,0,2,1057727,296,,,,,,
2023,2023-08-28,Muangthong United,Port FC,0,1,1,3,1057723,296,,,,,,
2023,2023-09-15,Buriram United,Trat FC,3,0,4,0,1057737,296,,,,,,
2023,2023-09-15,Bangkok United,Sukhothai FC,0,0,3,0,1057736,296,,,,,,
2023,2023-09-16,Bangkok Glass,Muangthong United,2,1,5,2,1057734,296,,,,,,
2023,2023-09-16,Ratchaburi,Police Tero,2,0,6,1,1057730,296,,,,,,
2023,2023-09-16,Chiangrai United,Khon Kaen United,1,0,2,0,1057733,296,,,,,,
2023,2023-09-17,Chonburi FC,Lamphun Warrior,0,0,1,0,1057735,296,,,,,,
2023,2023-09-17,Port FC,Prachuap,1,0,3,1,1057732,296,,,,,,
2023,2023-09-18,Nakhon Pathom,Uthai Thani,0,1,2,1,1057731,296,,,,,,
2023,2023-09-22,Trat FC,Port FC,2,0,2,1,1057741,296,12.0,,21.0,,0.36,0.63
2023,2023-09-23,Muangthong United,Nakhon Pathom,0,0,3,1,1057743,296,25.0,,11.0,,0.75,0.33
2023,2023-09-23,Lamphun Warrior,Chiangrai United,2,1,2,1,1057739,296,14.0,,8.0,,0.42,0.24
2023,2023-09-24,Uthai Thani,Ratchaburi,0,0,1,0,1057740,296,,,,,,
2023,2023-09-24,Khon Kaen United,Prachuap,1,1,4,3,1057742,296,,,,,,
2023,2023-09-25,Police Tero,Buriram United,0,1,1,2,1057744,296,,,,,,
2023,2023-09-25,Bangkok United,Bangkok Glass,0,0,2,0,1057745,296,12.0,,8.0,,0.36,0.24
2023,2023-09-29,Bangkok Glass,Lamphun Warrior,0,0,3,0,1057749,296,11.0,,13.0,,0.33,0.39
2023,2023-09-30,Port FC,Khon Kaen United,2,1,6,1,1057746,296,,,,,,
2023,2023-09-30,Ratchaburi,Trat FC,0,0,3,1,1057753,296,13.0,,7.0,,0.39,0.21
2023,2023-09-30,Prachuap,Muangthong United,0,2,1,3,1057751,296,,,,,,
2023,2023-10-01,Nakhon Pathom,Police Tero,1,2,1,2,1057752,296,,,,,,
2023,2023-10-01,Chonburi FC,Uthai Thani,0,0,0,2,1057747,296,,,,,,
2023,2023-10-02,Chiangrai United,Sukhothai FC,2,0,2,1,1057750,296,10.0,,12.0,,0.3,0.36
2023,2023-10-06,Lamphun Warrior,Ratchaburi,0,1,1,1,1057759,296,10.0,,16.0,,0.3,0.48
2023,2023-10-06,Uthai Thani,Port FC,1,2,1,5,1057754,296,,,,,,
2023,2023-10-07,Sukhothai FC,Bangkok Glass,0,0,1,2,1057757,296,20.0,,28.0,,0.6,0.84
2023,2023-10-07,Police Tero,Prachuap,0,0,1,1,1057758,296,,,,,,
2023,2023-10-07,Trat FC,Nakhon Pathom,1,2,4,3,1057760,296,22.0,,10.0,,0.66,0.3
2023,2023-10-08,Khon Kaen United,Muangthong United,0,1,0,1,1057756,296,,,,,,
2023,2023-10-08,Buriram United,Chonburi FC,1,0,2,2,1057755,296,15.0,,11.0,,0.45,0.33
2023,2023-10-08,Bangkok United,Chiangrai United,0,1,2,1,1057761,296,29.0,,2.0,,0.87,0.06
2023,2023-10-20,Chiangrai United,Buriram United,0,0,0,0,1057880,296,9.0,,18.0,,0.27,0.54
2023,2023-10-20,Bangkok Glass,Trat FC,2,0,3,0,1057769,296,15.0,,9.0,,0.45,0.27
