season,date,home,away,ht_home,ht_away,ft_home,ft_away,fixture_id,league_id,home_shots,home_sot,away_shots,away_sot,home_xg_est,away_xg_est
2023,2023-10-02,Sepahan FC,Al-Ittihad FC,,,,,1123817,17,,,,,,
2023,2023-08-15,Rangers,Hai Phong,1.0,0.0,1.0,1.0,1038687,17,,,,,,
2023,2023-08-15,Olmaliq,Al Seeb,0.0,0.0,1.0,0.0,1038686,17,,,,,,
2023,2023-08-15,Shabab Al Ahli Dubai,Al Wihdat,0.0,0.0,3.0,0.0,1038684,17,,,,,,
2023,2023-08-15,Sharjah FC,Bashundhara Kings,1.0,0.0,2.0,0.0,1038685,17,,,,,,
2023,2023-08-16,Warriors,Bali United,3.0,1.0,5.0,1.0,1038688,17,,,,,,
2023,2023-08-22,Urawa,Warriors,2.0,0.0,3.0,0.0,1119626,17,,,,,,
2023,2023-08-22,Incheon United,Hai Phong,1.0,1.0,1.0,1.0,1119510,17,,,,,,
2023,2023-08-22,SHANGHAI SIPG,Bangkok Glass,1.0,2.0,2.0,3.0,1038683,17,,,,,,
2023,2023-08-22,Hangzhou Greentown,Port FC,0.0,0.0,1.0,0.0,1038682,17,,,,,,
2023,2023-08-22,Al Wakrah,Navbahor,0.0,0.0,0.0,1.0,1038681,17,12.0,,13.0,,0.36,0.39
2023,2023-08-22,Tractor Sazi,Sharjah FC,0.0,1.0,1.0,3.0,1119511,17,,,,,,
2023,2023-08-22,Al-Nassr,Shabab Al Ahli Dubai,1.0,1.0,4.0,2.0,1119512,17,,,,,,
2023,2023-08-22,Al-Arabi SC,Olmaliq,0.0,0.0,0.0,1.0,1119513,17,17.0,,9.0,,0.51,0.27
2023,2023-09-18,Mumbai City,Nassaji Mazandaran,0.0,1.0,0.0,2.0,1123798,17,13.0,,7.0,,0.39,0.21
2023,2023-09-18,Al-Ittihad FC,Olmaliq,3.0,0.0,3.0,0.0,1123800,17,16.0,,6.0,,0.48,0.18
2023,2023-09-18,Al Faisaly,Nasaf,0.0,0.0,0.0,1.0,1123799,17,13.0,,19.0,,0.39,0.57
2023,2023-09-18,Al Quwa Al Jawiya,Sepahan FC,1.0,1.0,2.0,2.0,1123797,17,9.0,,8.0,,0.27,0.24
2023,2023-09-18,Al Sadd,Sharjah FC,0.0,0.0,0.0,0.0,1123801,17,15.0,,5.0,,0.45,0.15
2023,2023-09-18,Al-Hilal Saudi FC,Navbahor,0.0,0.0,1.0,1.0,1123802,17,20.0,,5.0,,0.6,0.15
2023,2023-09-19,Yokohama F. Marinos,Incheon United,2.0,2.0,2.0,4.0,1123804,17,22.0,,14.0,,0.66,0.42
2023,2023-09-19,Ulsan Hyundai FC,Bangkok Glass,1.0,1.0,3.0,1.0,1123805,17,15.0,,11.0,,0.45,0.33
2023,2023-09-19,Johor Darul Takzim FC,Kawasaki Frontale,0.0,1.0,0.0,1.0,1123807,17,14.0,,10.0,,0.42,0.3
2023,2023-09-19,Kaya,Shandong Luneng,0.0,0.0,1.0,3.0,1123806,17,12.0,,15.0,,0.36,0.45
2023,2023-09-19,Pakhtakor,Al Ain,0.0,2.0,0.0,3.0,1123808,17,14.0,,16.0,,0.42,0.48
2023,2023-09-19,Istiqlol,Al-Duhail SC,0.0,0.0,0.0,0.0,1123810,17,6.0,,9.0,,0.18,0.27
2023,2023-09-19,Ahal,Al-Fayha,0.0,0.0,1.0,0.0,1123809,17,9.0,,14.0,,0.27,0.42
2023,2023-09-19,Persepolis FC,Al-Nassr,0.0,0.0,0.0,2.0,1123803,17,2.0,,10.0,,0.06,0.3
2023,2023-09-20,Melbourne City,Ventforet Kofu,0.0,0.0,0.0,0.0,1123813,17,10.0,,19.0,,0.3,0.57
2023,2023-09-20,Jeonbuk Motors,Kitchee,1.0,0.0,2.0,1.0,1123811,17,23.0,,6.0,,0.69,0.18
2023,2023-09-20,Buriram United,Hangzhou Greentown,3.0,1.0,4.0,1.0,1123812,17,14.0,,15.0,,0.42,0.45
2023,2023-09-20,Ha Noi,Pohang Steelers,0.0,3.0,2.0,4.0,1123816,17,15.0,,16.0,,0.45,0.48
2023,2023-09-20,Home United,Bangkok United,1.0,0.0,1.0,2.0,1123814,17,13.0,,8.0,,0.39,0.24
2023,2023-09-20,Wuhan Three Towns,Urawa,1.0,0.0,2.0,2.0,1123815,17,9.0,,13.0,,0.27,0.39
2023,2023-10-02,Olmaliq,Al Quwa Al Jawiya,0.0,1.0,1.0,2.0,1123818,17,10.0,,5.0,,0.3,0.15
2023,2023-10-02,Sharjah FC,Al Faisaly,1.0,0.0,1.0,0.0,1123819,17,5.0,,7.0,,0.15,0.21
2023,2023-10-02,Nasaf,Al Sadd,1.0,0.0,3.0,1.0,1123820,17,20.0,,9.0,,0.6,0.27
2023,2023-10-02,Al-Duhail SC,Persepolis FC,0.0,0.0,0.0,1.0,1123822,17,6.0,,16.0,,0.18,0.48
2023,2023-10-02,Al-Nassr,Istiqlol,0.0,1.0,3.0,1.0,1123821,17,27.0,,5.0,,0.81,0.15
2023,2023-10-03,Kawasaki Frontale,Ulsan Hyundai FC,0.0,0.0,1.0,0.0,1123825,17,15.0,,5.0,,0.45,0.15
2023,2023-10-03,Incheon United,Kaya,3.0,0.0,4.0,0.0,1123824,17,16.0,,5.0,,0.48,0.15
